Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K)
80.2,60,100,20,0.0,81.091,0.26735,35.307,100,1.1,0.00025376,15.582,7.0154,6.5059,297.95
169.6,75,100,80,0.0,1.7816,59.27,1.634,400,0.9,5.605,13.281,21.475,6.4925,297.86
97.8,75,100,90,0.0,51.766,56.034,0.0001,100,1.1,0.0010855,13.184,14.514,6.5027,298.03
120.2,75,100,90,0.0,86.789,24.989,3.9029,100,1.0,0.00067427,11.184,17.048,6.4855,297.97
229.4,65,100,80,0.0,68.777,0.059676,72.999,250,0.9,0.001436,12.89,30.001,6.5149,297.97
22.0,55,100,150,0.0,225.0,263.32,0.0001,0,0.7,0.024787,9.3802,0.00091783,6.4157,298.12
7.6,30,100,15,0.0,52.597,79.922,0.0001,0,0.6,1.7887,13.354,0.00097906,6.4772,298.09
85.6,60,100,90,0.0,58.315,74.468,0.00089598,100,1.1,0.00095529,13.295,12.472,6.5176,298.02
141.0,75,100,75,0.0,33.047,0.48873,57.421,100,1.0,0.00034555,14.003,20.232,6.505,297.95
87.8,60,100,90,0.0,56.947,151.48,12.982,100,1.1,0.0012857,12.129,11.004,6.5018,298.27
147.6,75,100,105,0.0,47.811,35.09,0.95806,100,1.0,0.00057137,12.021,25.624,6.4985,297.92
44.6,60,100,57,0.0,50.272,291.39,0.0001,0,1.1,0.0024541,12.801,3.377,6.4966,298.14
129.4,75,100,90,0.0,28.031,9.8058,2.5995,100,1.0,0.00056811,13.953,18.637,6.4982,297.93
102.8,75,100,90,0.0,95.014,113.07,0.0001,100,1.0,0.0010235,13.479,14.276,6.4996,297.96
115.4,75,100,90,0.0,66.312,0.27417,10.896,100,1.0,0.00081031,12.811,17.535,6.4975,297.97
175.8,75,100,80,0.0,10.242,2.8266,0.0001,150,0.9,3.9879,13.141,22.884,6.4981,297.87
249.2,65,100,120,0.0,10.365,25.912,214.75,250,0.9,73.695,15.159,13.82,6.4977,298.28
52.0,60,100,61,0.0,77.149,97.153,0.99897,500,1.1,0.002042,13.917,4.81,6.4914,298.02
117.2,75,100,90,0.0,86.325,0.0001,11.678,100,1.0,0.00075809,11.042,16.558,6.4923,297.97
132.4,75,100,90,4.6749,0.0,18.209,143.26,100,1.0,22.688,13.12,9.9962,6.5946,298.2
224.8,65,100,80,0.0,11.088,1.3533,85.975,250,0.9,68.877,14.503,10.039,6.4939,298.03
151.2,75,100,90,0.0,11.865,28.925,0.083839,0,0.9,0.00092646,11.068,21.031,6.5204,297.96
35.4,55,100,43,0.0,49.098,135.73,0.0001,0,0.9,0.0028317,11.525,1.2565,6.5164,298.06
201.2,65,100,80,0.0,41.031,24.593,100.08,250,0.9,0.0015447,12.074,31.784,6.5044,298.04
132.4,75,100,105,0.0,79.922,0.0001,0.0001,100,1.0,0.00092712,11.649,22.043,6.4586,297.95
96.4,75,100,90,0.0,84.255,105.93,0.0001,100,1.1,0.00099502,13.21,14.199,6.4978,297.99
201.2,65,100,20,0.0,15.044,153.85,15.22,250,0.9,84.778,13.871,4.6352,6.4979,298.04
52.8,60,100,65,0.0,73.047,26.892,100.06,500,1.1,0.0023489,13.073,4.5558,6.5001,298.29
18.2,42,100,75,0.0,42.858,230.49,0.0001,0,0.7,0.018957,10.849,0.00094478,6.5155,298.06
51.2,60,100,61,0.0,68.253,209.8,0.021626,500,1.1,0.0019282,14.149,4.5092,6.4999,298.16
224.6,65,100,135,0.0,12.883,73.694,10.592,250,0.9,21.96,13.608,26.015,6.5108,297.9
183.6,75,100,105,0.0,90.123,37.799,1.0153,150,0.9,0.0019402,10.802,28.239,6.5168,297.92
56.2,60,100,72,0.0,82.904,23.025,87.999,500,1.1,0.0019954,14.16,5.289,6.4914,298.21
151.2,75,100,75,0.0,0.0,12.728,62.347,0,0.9,0.00029647,11.777,22.905,6.5041,297.99
170.0,75,100,80,0.0,8.4638,29.341,0.81794,400,0.9,30.264,13.792,11.468,6.5039,297.88
157.0,75,100,90,0.0,10.0,36.126,4.7938,0,0.9,0.00087806,10.681,25.92,5.6682,297.98
17.8,42,100,75,0.0,66.48,333.6,0.0001,0,0.7,0.018757,11.596,0.00094746,6.5035,298.17
82.6,60,100,90,0.0,117.9,409.68,0.0001,100,1.1,0.0012176,14.569,9.963,6.4917,298.05
95.4,75,100,90,0.0,120.63,9.4442,40.073,100,1.1,0.00068248,13.454,10.927,6.5346,298.04
94.2,75,100,90,0.0,41.236,20.915,0.0001,100,1.1,0.00097564,13.999,10.992,6.5025,297.99
1.8,30,100,8,0.0,0.0,57.513,0.77264,0,0.6,1.4779,14.584,0.00099553,6.5249,297.94
142.6,75,100,105,0.0,59.362,0.0001,0.011236,100,1.0,0.0012509,11.273,22.414,6.5051,297.95
73.0,60,100,90,0.0,45.327,17.327,0.0001,500,1.1,0.0019164,14.232,8.5681,6.4949,298.01
41.6,60,100,51,0.0,57.674,179.77,0.0001,0,1.1,0.0040224,12.687,1.1548,6.5047,297.96
191.2,75,100,80,0.0,11.965,44.039,6.5463,150,0.9,0.0015895,11.159,29.503,6.4775,297.91
97.2,75,100,90,0.0,82.297,29.312,0.0001,100,1.1,0.0010685,12.355,12.815,6.4947,298.0
185.4,75,100,80,0.0,56.696,8.7669,57.054,150,0.9,17.454,13.436,21.442,6.5003,297.94
55.2,60,100,65,0.0,113.86,15.689,66.403,500,1.1,0.0019632,14.63,5.426,6.4675,298.13
7.2,30,100,15,0.0,34.232,61.261,0.0001,0,0.6,2.4443,13.439,0.00098084,6.4847,298.08
157.6,75,100,90,0.0,86.511,0.020616,15.499,0,0.9,0.00093658,10.41,25.085,6.4911,297.95
17.0,42,100,75,0.0,76.092,207.36,0.0013689,0,0.7,0.024549,11.988,0.0009484,6.5047,298.22
78.8,60,100,116,0.0,76.523,668.85,0.064512,100,1.1,0.0018759,14.675,9.3968,6.5051,298.73
68.0,60,100,80,0.0,124.62,48.597,0.0001,500,1.1,0.0022333,14.443,8.0799,6.5042,297.99
139.2,75,100,90,0.0,45.549,79.034,11.067,100,1.0,0.00058046,13.279,21.752,6.4713,298.0
41.2,60,100,51,0.0,97.541,191.89,0.0001,0,1.1,0.002564,11.546,2.6093,6.4999,297.99
18.8,42,100,75,0.0,58.094,169.91,0.0001,0,0.7,0.019831,10.696,0.0009432,6.4927,298.1
112.8,75,100,90,0.0,67.081,18.994,0.0001,100,1.0,0.0010149,13.048,16.554,6.4997,297.99
14.0,42,100,30,0.51707,34.108,268.44,0.0001,0,0.7,0.011052,13.275,0.00095841,6.5543,297.87
58.8,60,100,72,0.0,95.192,71.362,0.0001,500,1.1,0.0019545,13.2,5.9794,6.513,297.96
89.8,60,100,90,0.0,69.746,48.337,0.0001,100,1.1,0.0011472,14.785,13.113,6.4985,297.98
67.8,60,100,80,0.0,103.96,10.272,0.0001,500,1.1,0.0018052,14.185,8.2708,6.5186,298.01
211.6,65,100,80,0.0,37.21,50.674,6.8101,250,0.9,0.0019286,12.17,27.551,6.4741,297.97
153.4,75,100,90,0.0,41.854,20.142,0.55088,0,0.9,0.00070821,9.9064,24.14,6.5269,297.93
188.2,75,100,120,0.0,83.021,6.017,40.225,150,0.9,0.0016383,10.517,29.579,6.5189,297.95
214.0,65,100,80,0.0,50.011,64.344,9.6336,250,0.9,0.0016259,10.795,31.874,6.499,298.0
27.4,55,100,30,0.0,84.669,83.991,0.0001,0,0.8,0.0023349,12.13,0.42655,6.5481,297.98
55.0,60,100,65,0.0,72.28,67.589,0.0001,500,1.1,0.0022069,13.288,4.952,6.4995,297.95
144.8,75,100,90,0.0,146.73,5.6116,45.211,100,1.0,0.00059312,11.75,20.061,6.506,297.92
147.0,75,100,90,0.0,47.775,33.591,5.1553,100,1.0,0.00084082,11.702,22.968,6.4949,297.97
48.4,60,100,61,0.0,80.718,139.88,0.0001,0,1.1,0.0024856,12.583,3.9128,6.4928,297.99
68.2,60,100,84,0.0,71.06,3.6376,0.0001,500,1.1,0.0015785,13.843,8.5652,6.5006,297.98
91.6,75,100,90,0.0,40.736,11.017,0.0001,100,1.1,0.00080075,14.424,11.62,6.508,297.96
46.6,60,100,57,0.0,37.931,171.42,0.0001,0,1.1,0.0021566,12.911,3.7683,6.4952,298.02
81.4,60,100,90,0.0,48.75,47.046,0.0011849,100,1.1,0.0013559,13.169,10.814,6.509,297.96
207.6,65,100,80,0.0,9.6603,30.751,0.83203,250,0.9,7.9199,13.903,25.95,6.5043,297.92
85.4,60,100,90,0.0,67.9,132.62,11.752,100,1.1,0.0010584,13.522,12.422,6.5128,298.23
142.2,75,100,90,0.0,97.25,0.92774,0.0001,100,1.0,0.00069879,11.121,19.471,6.5063,297.91
123.8,75,100,90,0.0,42.729,72.668,0.0001,100,1.0,0.0011994,11.086,19.098,6.4981,298.08
150.8,75,100,90,0.0,0.0,7.8058,68.565,0,0.9,0.00047694,9.0468,24.883,6.5201,298.08
64.2,60,100,80,0.0,225.0,0.0001,0.0001,500,1.1,0.0019648,15.366,6.8845,5.9428,297.95
147.0,75,100,90,0.0,53.901,38.203,6.2183,100,1.0,0.00073969,9.8633,22.197,6.5069,297.95
21.4,55,100,150,0.0,225.0,369.99,0.0001,0,0.7,0.048418,7.6164,0.00092232,6.3949,298.26
74.2,60,100,90,0.0,71.963,4.4031,0.0001,500,1.1,0.0014514,14.777,8.7197,6.5021,297.99
146.2,75,100,90,0.0,39.272,0.15355,0.0001,100,1.0,0.00051344,11.705,22.679,6.5084,297.89
162.8,75,100,80,0.0,83.711,56.882,8.7694,400,0.9,0.00079726,13.258,24.02,6.5103,298.01
161.6,75,100,75,0.0,44.012,64.87,10.238,400,0.9,0.00072269,10.472,23.259,6.501,297.94
161.4,75,100,80,0.0,38.923,0.0020959,69.733,400,0.9,0.00076781,13.115,24.308,6.501,297.97
99.4,75,100,90,0.0,62.488,24.237,0.0001,100,1.1,0.00090891,14.665,13.899,6.4954,298.01
210.4,65,100,80,0.0,35.731,29.341,1.0591,250,0.9,0.0013917,10.733,33.65,6.5454,297.85
238.4,65,100,105,0.0,9.0641,237.68,25.674,250,0.9,74.081,14.284,6.7631,6.4928,298.1
174.0,75,100,80,0.0,0.0,142.7,17.594,150,0.9,7.7563,12.226,21.373,6.4953,298.09
131.4,75,100,105,0.0,23.191,18.894,0.02002,100,1.0,0.0010395,9.9574,20.211,6.4852,298.01
98.4,75,100,90,0.0,73.623,82.623,0.0001,100,1.1,0.0012867,14.232,14.951,6.4939,298.01
47.0,60,100,57,0.0,47.094,159.8,0.0001,0,1.1,0.0021055,13.23,3.9898,6.5009,297.96
77.4,60,100,116,0.0,143.31,115.68,0.0001,100,1.1,0.0023337,14.605,9.5374,6.4937,298.09
11.4,42,100,15,0.0,44.826,99.381,0.00014124,0,0.6,0.010755,12.228,0.00096743,6.5184,297.98
194.0,75,100,80,0.0,45.598,10.147,87.345,150,0.9,0.0016247,11.16,27.032,6.5093,298.09
48.2,60,100,61,0.0,75.907,79.008,0.0001,0,1.1,0.002449,12.321,4.0607,6.4964,298.01
190.8,75,100,105,1.0396,14.792,40.18,0.96378,150,0.9,0.0018977,12.258,26.789,6.5327,297.95
134.2,75,100,90,0.0,61.424,0.0001,13.655,100,1.0,0.00093506,12.108,20.552,6.5039,297.95
178.0,75,100,75,0.0,3.8073,20.502,191.31,150,0.9,33.621,13.107,10.176,6.5082,298.3
181.6,75,100,80,0.0,33.674,21.418,83.417,150,0.9,0.0014234,11.278,27.012,6.4966,297.97
181.2,75,100,80,0.0,52.749,40.17,6.3161,150,0.9,0.0013306,11.428,27.778,6.4924,297.91
149.4,75,100,90,0.0,87.513,0.0001,0.0001,100,1.0,0.00048791,12.82,20.441,6.526,297.87
160.4,75,100,80,0.0,44.725,0.10639,0.44912,400,0.9,0.00065253,12.384,23.891,6.4955,297.86
23.0,55,100,150,0.0,225.0,544.46,0.0001,0,0.7,0.019134,9.5197,0.00091544,6.4503,297.94
107.0,75,100,90,0.0,75.796,37.763,0.0001,100,1.0,0.001264,12.783,15.666,6.4976,298.0
217.2,65,100,80,0.0,26.619,12.323,69.308,250,0.9,0.0016487,11.8,31.297,6.507,297.97
69.4,60,100,84,0.0,103.08,15.57,0.0001,500,1.1,0.0018342,15.282,7.9317,6.52,297.98
189.6,75,100,80,0.0,49.522,53.256,1.3563,150,0.9,0.0012731,10.514,31.211,6.4927,297.89
136.2,75,100,90,0.0,44.68,12.027,2.7956,100,1.0,0.00072895,10.851,21.908,6.5063,297.95
55.0,60,100,65,0.0,51.521,115.19,8.6776,500,1.1,0.0021463,14.194,5.6702,6.5085,298.2
23.0,55,100,150,0.0,225.0,262.77,0.0001,0,0.7,0.021645,9.4802,0.00091275,6.4141,298.02
44.4,60,100,57,0.0,46.613,90.255,0.0001,0,1.1,0.0024896,13.487,3.3065,6.4994,298.0
168.4,75,100,105,0.0,97.199,0.23577,0.0001,400,0.9,0.001234,12.036,28.751,6.5082,297.86
91.6,75,100,90,0.0,80.526,32.36,0.0001,100,1.1,0.0013162,14.413,12.388,6.4742,298.01
185.4,75,100,80,0.0,7.2137,95.438,1.8214,150,0.9,62.069,12.818,8.6597,6.4922,297.91
78.0,60,100,116,0.0,144.39,162.08,0.0001,100,1.1,0.0022839,14.398,9.8141,6.4988,298.12
93.8,75,100,90,0.0,44.0,0.067267,0.0001,100,1.1,0.00082217,15.15,13.056,6.4937,297.98
93.2,75,100,90,0.0,47.399,38.341,0.0001,100,1.1,0.00091678,13.975,12.191,6.5069,298.0
162.8,75,100,90,0.0,43.183,26.92,0.87683,400,0.9,0.0007349,11.238,23.298,6.5073,297.88
34.6,55,100,43,0.0,45.868,119.93,0.0001,0,0.9,0.0025042,12.835,1.5008,6.5138,297.99
196.2,75,100,80,0.0,106.83,2.6622,0.0001,150,0.9,0.00098015,12.0,24.249,6.5186,297.84
218.2,65,100,80,0.0,16.827,37.434,5.9649,250,0.9,37.742,13.451,15.939,6.4964,297.92
164.0,75,100,80,0.0,96.727,6.7683,86.965,400,0.9,0.0010963,12.129,23.834,6.5031,298.0
41.8,60,100,51,0.0,42.415,133.45,0.0001,0,1.1,0.0026605,13.078,2.1833,6.5013,298.03
159.8,75,100,75,0.0,56.894,9.1395,1.6031,0,0.9,0.0010999,11.219,26.396,6.5102,297.95
284.6,60,100,80,0.0,40.584,61.769,1.6036,100,0.9,0.0019714,9.2539,36.159,6.5012,297.84
160.4,75,100,80,0.0,212.41,111.46,14.954,400,0.9,0.00069811,12.069,23.632,6.5396,298.05
132.8,75,100,90,0.0,44.703,0.66332,15.557,100,1.0,0.00079636,10.856,21.34,6.4817,297.96
42.0,60,100,51,0.0,42.73,90.043,0.0001,0,1.1,0.0023802,13.913,2.8271,6.4936,298.01
153.6,75,100,105,0.0,67.937,19.847,0.0001,0,0.9,0.0016127,9.4873,24.353,6.5061,297.98
209.6,65,100,150,0.0,91.765,42.248,1.1358,250,0.9,0.002157,9.3069,31.59,6.5028,297.92
28.4,55,100,37,0.0,184.88,102.49,0.0001526,0,0.8,0.0026122,11.661,0.63276,6.5517,297.97
85.6,60,100,90,0.0,75.125,51.455,0.0001,100,1.1,0.0012171,13.69,11.88,6.5141,298.0
24.8,55,100,30,0.0,218.13,107.07,364.86,0,0.7,0.0026195,11.529,0.10407,6.5482,299.03
183.4,75,100,80,0.0,15.505,107.11,12.626,150,0.9,63.02,14.491,7.1808,6.5078,297.85
80.0,60,100,116,0.0,105.13,296.1,0.0001,100,1.1,0.0019494,13.899,10.924,6.496,298.22
205.2,65,100,80,0.0,61.17,27.628,6.8434,250,0.9,0.001433,11.475,27.013,6.4871,297.89
23.6,55,100,150,0.0,225.0,299.21,0.0001,0,0.7,0.01742,8.0905,0.00090381,6.3779,297.95
13.2,42,100,30,0.0,94.126,48.739,188.51,0,0.7,0.012116,13.198,0.00096015,6.5618,298.66
185.4,75,100,80,0.0,52.959,8.6949,60.357,150,0.9,0.0010643,12.825,23.781,6.503,297.94
22.4,55,100,150,0.0,225.0,380.03,0.0001,0,0.7,0.018419,9.7216,0.00091659,6.4281,298.02
152.0,75,100,90,0.0,35.78,22.541,0.50306,0,0.9,0.00075413,7.7797,24.749,6.5226,297.96
54.2,60,100,65,0.0,93.579,53.865,0.0001,500,1.1,0.0028468,12.667,4.8034,6.5017,297.98
180.0,75,100,80,0.0,49.794,45.105,8.4571,150,0.9,0.0011389,12.25,24.38,6.5105,297.91
147.6,75,100,90,0.0,32.502,11.949,0.49684,100,1.0,0.0016527,10.424,22.775,6.4951,297.9
155.4,75,100,90,0.0,110.57,3.0835,0.036611,0,0.9,0.0010029,11.269,25.814,6.4785,297.92
67.4,60,100,80,0.0,63.57,18.848,0.0001,500,1.1,0.0020768,14.867,7.177,6.5005,297.98
19.8,42,100,75,0.0,50.038,159.54,0.0001,0,0.7,0.014035,11.017,0.00093271,6.483,298.01
85.0,60,100,90,0.0,63.313,14.714,0.00035005,100,1.1,0.00084874,14.897,11.039,6.5115,297.96
140.4,75,100,90,0.0,9.3149,8.7703,59.287,100,1.0,28.522,13.039,9.6239,6.4897,297.94
214.6,65,100,80,0.0,15.283,121.21,14.394,250,0.9,18.037,13.165,23.505,6.4912,298.07
31.6,55,100,37,0.0,55.729,347.47,0.0001,0,0.9,0.0021123,13.298,1.0146,6.5217,298.07
127.8,75,100,90,0.0,38.63,2.4088,20.874,100,1.0,0.00073039,11.348,18.738,6.4898,297.97
6.0,30,100,15,0.0,8.6892,23.888,0.0001,0,0.6,2.6939,14.052,0.0009854,6.4888,298.04
36.2,55,100,47,0.0,44.906,119.98,0.0001,0,0.9,0.0027301,11.695,1.6291,6.4822,298.02
16.2,42,100,75,0.0,17.416,89.498,0.0009577,0,0.7,0.028837,12.507,0.00095275,6.4411,298.13
120.4,75,100,90,0.0,63.455,12.365,0.0001,100,1.0,0.00092336,12.095,18.164,6.4941,298.0
146.8,75,100,75,0.0,44.285,4.7014,61.633,100,1.0,0.00062238,11.416,21.397,6.5032,298.01
70.6,60,100,84,0.0,74.308,14.238,0.0001,500,1.1,0.0017642,15.379,8.1441,6.494,297.99
27.8,55,100,30,0.0,210.97,157.52,0.1526,0,0.8,0.0022194,12.028,0.54616,6.503,298.06
225.8,65,100,80,0.0,78.452,0.81507,69.314,250,0.9,0.0016069,12.148,26.686,6.4785,297.96
39.0,55,100,47,0.0,83.003,246.56,0.0001,0,0.9,0.0024076,11.349,2.2869,6.5122,298.07
4.6,30,100,15,0.0,20.56,35.78,0.0001,0,0.6,1.624,13.765,0.00098795,6.5228,298.04
154.6,75,100,90,0.0,41.629,23.038,0.74423,0,0.9,0.00052891,10.706,23.319,6.4989,297.89
39.4,55,100,47,0.0,78.33,131.87,0.0001,0,0.9,0.0023516,11.086,2.2824,6.5127,298.02
25.2,55,100,30,1.5566,27.025,73.168,234.82,0,0.8,0.002787,13.057,0.13941,6.5578,298.68
120.8,75,100,90,0.0,60.286,0.78678,14.918,100,1.0,0.00076002,11.541,18.813,6.4871,297.96
220.2,65,100,80,0.0,60.201,59.061,9.8086,250,0.9,0.0014102,11.315,31.85,6.5033,297.96
9.8,42,100,15,0.0,80.961,166.91,0.0001,0,0.6,0.27601,11.712,0.00097116,6.497,298.13
90.2,75,100,90,0.0,60.121,15.581,0.0001,100,1.1,0.0008652,14.289,12.375,6.4981,298.0
122.8,75,100,90,0.0,39.207,13.133,2.6355,100,1.0,0.00059669,12.739,18.66,6.4841,297.94
148.4,75,100,90,0.0,45.977,5.2929,34.864,100,1.0,0.00070363,10.801,26.923,6.4992,297.97
217.0,65,100,45,0.0,4.2163,98.263,11.493,250,0.9,28.466,14.49,14.965,6.4911,298.07
52.6,60,100,65,0.0,52.279,31.826,0.0079833,500,1.1,0.0017955,13.451,4.9184,6.4877,297.93
143.2,75,100,105,0.0,57.645,0.0001,0.10484,100,1.0,0.00122,11.276,22.52,6.4984,297.95
122.2,75,100,75,0.0,52.264,2.1186,0.2542,100,1.0,0.00059755,12.135,15.502,6.5003,297.92
77.4,60,100,116,0.0,189.15,245.34,0.0001,100,1.1,0.0024482,13.144,10.315,6.4719,298.35
75.2,60,100,90,0.0,62.772,0.0001,0.0001,100,1.1,0.0016251,14.309,10.231,6.5044,298.03
146.8,75,100,75,0.0,66.357,24.48,5.4417,100,1.0,0.00015083,13.051,22.981,6.5325,297.89
51.6,60,100,61,0.0,60.556,185.62,0.0021247,500,1.1,0.0025827,13.868,3.5427,6.5004,298.03
227.8,65,100,60,0.0,14.697,13.074,139.4,250,0.9,39.288,13.102,11.707,6.508,298.13
25.4,55,100,30,1.5571,25.287,360.25,24.544,0,0.8,0.0025022,12.692,0.16046,6.5715,298.4
106.6,75,100,90,0.0,101.6,10.478,0.0001,100,1.0,0.001098,11.006,14.55,6.5269,297.98
55.2,60,100,65,0.0,61.105,129.06,0.00014344,500,1.1,0.0022029,13.097,5.8784,6.493,298.03
122.8,75,100,90,0.0,39.293,0.0001,0.02012,100,1.0,0.00077877,12.881,17.723,6.5087,297.94
160.2,75,100,80,0.0,12.244,15.776,82.374,400,0.9,24.511,14.143,15.396,6.5089,297.98
201.8,65,100,105,0.0,6.9705,151.01,18.52,250,0.9,29.835,14.043,19.52,6.4931,298.06
86.8,60,100,90,0.0,54.059,52.823,0.0001,100,1.1,0.00081,14.072,12.082,6.5083,297.96
45.8,60,100,57,0.0,51.761,290.32,0.0001,0,1.1,0.0023598,12.655,3.6359,6.5027,298.07
191.2,75,100,80,2.075,0.0,12.961,73.959,150,0.9,19.985,12.888,19.897,6.6151,297.95
135.2,75,100,90,0.0,49.482,58.65,0.0001,100,1.0,0.0012837,11.058,18.24,6.4896,298.0
175.6,75,100,80,0.0,71.142,58.216,8.9336,150,0.9,0.0012384,10.715,27.657,6.4967,297.96
233.6,65,100,80,0.0,55.286,61.824,8.5491,250,0.9,0.0018968,11.143,34.228,6.5288,297.92
39.8,55,100,47,0.0,84.177,110.92,0.0001,0,0.9,0.0020982,11.562,2.3365,6.502,297.99
103.2,75,100,90,0.0,69.657,85.553,0.0001,100,1.0,0.0013216,12.999,16.086,6.5026,297.98
33.6,55,100,43,0.0,34.389,91.419,0.0001,0,0.9,0.0028033,12.796,1.3299,6.4887,297.99
53.2,60,100,65,0.0,54.706,67.681,0.0090906,500,1.1,0.0018287,13.315,5.2705,6.4991,297.97
61.2,60,100,76,0.0,63.673,80.426,0.079761,500,1.1,0.0017608,13.544,7.1579,6.5031,298.04
117.2,75,100,90,0.0,49.814,15.121,0.0001,100,1.0,0.00098591,10.441,18.755,6.4961,298.0
105.0,75,100,90,0.0,56.016,13.815,0.0001,100,1.0,0.0010645,7.6895,13.998,6.5,298.0
67.4,60,100,80,0.0,64.469,8.4843,0.0001,500,1.1,0.0017993,14.158,7.9581,6.5008,297.97
10.0,42,100,15,0.0,54.735,155.52,0.0001,0,0.6,1.1072,11.625,0.00097221,6.5108,298.13
73.6,60,100,90,0.0,79.644,0.23481,12.012,500,1.1,0.0013472,15.837,8.9257,6.4965,297.96
190.8,75,100,105,0.51932,35.258,38.992,7.0271,150,0.9,0.0014334,11.196,27.586,6.5523,297.96
97.8,75,100,90,0.0,43.794,2.6506,1.3475,100,1.1,0.000666,15.269,13.165,6.5087,297.93
1.4,30,100,8,0.0,26.969,7.6672,34.916,0,0.6,1.2992,14.637,0.00099689,6.5159,298.04
137.2,75,100,90,0.0,58.118,0.0001,0.0001,100,1.0,0.0010975,11.666,21.498,6.4909,297.96
113.8,75,100,90,0.0,62.848,34.553,0.0001,100,1.0,0.00082766,11.165,16.196,6.5086,298.01
6.0,30,100,15,0.0,29.828,43.288,0.0001,0,0.6,2.0674,13.996,0.0009846,6.5016,298.04
194.4,75,100,80,0.0,59.109,67.601,9.355,150,0.9,0.0017629,10.952,27.541,6.5001,297.97
34.0,55,100,43,0.0,38.271,81.094,0.0001,0,0.9,0.0025998,12.548,1.6196,6.5107,298.01
177.2,75,100,80,0.0,48.41,60.701,8.9936,150,0.9,0.001008,11.038,27.235,6.5151,298.0
210.8,65,100,80,0.51884,0.0,73.501,9.5617,250,0.9,59.563,14.507,7.0156,6.58,297.9
8.6,42,100,15,0.0,39.302,72.374,0.0001,0,0.6,2.6788,13.335,0.00097828,6.4999,298.08
126.2,75,100,90,0.0,122.09,3.5596,1.0494,100,1.0,0.0010518,11.219,19.398,6.5095,297.95
213.2,65,100,75,0.0,59.342,12.334,67.373,250,0.9,0.0015297,12.095,31.1,6.5158,297.98
193.0,75,100,75,6.7559,0.0,28.724,223.72,150,0.9,9.2467,13.356,22.273,6.573,298.4
245.6,65,100,80,0.0,6.6459,42.348,0.96002,250,0.9,79.928,14.255,6.9571,6.5083,297.85
193.6,75,100,80,0.0,52.111,36.586,0.88883,150,0.9,0.00155,10.473,32.346,6.5177,297.9
87.6,60,100,90,1.5586,7.0979,67.977,1.7817,100,1.1,0.81884,14.924,11.636,6.5624,297.88
25.6,55,100,30,1.5595,26.684,547.01,37.839,0,0.8,0.0026196,12.483,0.18965,6.5252,298.87
