Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K)
148.0,75,100,90,0.0,24.735,54.636,8.931,100,1.0,24.388,14.8,10.212,6.4975,297.94
171.6,75,100,80,0.0,16.409,36.442,6.236,150,0.9,0.00096703,9.4688,26.507,6.4633,297.89
169.0,75,100,80,0.0,6.7197,94.094,12.537,400,0.9,51.558,14.944,7.8302,6.4888,297.99
176.0,75,100,80,0.0,135.41,14.553,72.753,150,0.9,0.0011093,11.72,22.708,6.4739,297.98
118.8,75,100,90,0.0,80.149,1.2054,0.097473,100,1.0,0.00086472,13.021,17.999,6.4775,297.95
149.0,75,100,90,0.0,44.043,41.798,6.8447,100,1.0,0.00020467,13.384,22.382,6.502,297.95
182.8,75,100,80,0.0,44.517,188.08,23.815,150,0.9,0.0012289,11.682,26.944,6.5036,298.1
52.8,60,100,65,0.0,47.535,89.428,0.00012881,500,1.1,0.0021207,14.312,5.6675,6.4979,297.97
232.4,65,100,80,0.0,63.997,34.959,7.1298,250,0.9,0.002265,11.416,33.956,6.4781,297.89
112.6,75,100,90,0.0,55.897,21.644,0.0001,100,1.0,0.0010803,10.875,19.001,6.5005,297.99
54.2,60,100,65,0.0,61.397,130.7,12.379,500,1.1,0.0015759,13.678,5.5596,6.5073,298.05
4.2,30,100,15,0.0,28.372,17.563,0.0001,0,0.6,1.8297,14.194,0.00098929,6.5046,297.98
191.4,75,100,105,0.0,6.9536,26.873,4.2939,150,0.9,0.0015795,11.023,27.68,6.4731,297.95
20.6,55,100,150,0.0,134.46,252.55,0.0001,0,0.7,0.042498,9.834,0.00092605,6.429,298.23
142.6,75,100,75,0.0,42.801,45.145,6.576,100,1.0,0.00064078,6.3532,19.547,6.5002,297.93
182.6,75,100,105,0.0,69.24,64.026,10.086,150,0.9,0.0013316,12.697,25.871,6.493,297.96
190.8,75,100,80,1.0378,0.0,11.874,91.846,150,0.9,14.324,12.152,20.954,6.5875,298.1
28.2,55,100,37,0.0,36.221,192.66,0.0001,0,0.8,0.0028694,11.954,0.53222,6.4793,298.0
50.0,60,100,61,0.0,225.0,137.53,0.0001,0,1.1,0.0023432,13.46,4.3769,6.3244,297.97
183.8,75,100,80,0.0,61.855,26.562,0.97006,150,0.9,0.0013461,11.08,31.329,6.4939,297.87
176.4,75,100,80,0.0,78.14,50.524,7.6561,150,0.9,0.0012871,10.936,25.389,6.5117,297.99
54.8,60,100,65,0.0,111.78,6.4176,29.753,500,1.1,0.0019514,13.099,5.644,6.5035,298.05
19.4,42,100,75,0.0,65.037,309.2,0.0001,0,0.7,0.015369,11.382,0.00093497,6.5016,297.99
79.0,60,100,116,0.0,103.66,114.64,0.0001,100,1.1,0.0019794,13.329,10.186,6.5073,298.0
179.0,75,100,105,0.0,64.429,0.86823,71.458,150,0.9,0.0013816,12.62,25.481,6.5125,297.97
167.6,75,100,80,0.0,9.465,71.012,10.667,400,0.9,44.629,13.277,8.3173,6.4932,297.98
55.8,60,100,65,0.0,78.935,32.924,0.0001,500,1.1,0.0021267,13.589,5.1014,6.495,298.0
186.8,75,100,80,0.0,8.219,13.903,116.37,150,0.9,42.205,13.895,12.875,6.4925,298.13
68.2,60,100,84,0.0,61.101,53.961,0.0001,500,1.1,0.0018804,14.317,6.746,6.4981,297.96
28.0,55,100,30,0.0,18.76,128.77,0.013915,0,0.8,0.0022044,12.795,0.53368,6.5003,298.04
7.0,30,100,15,0.0,20.323,90.675,0.0001,0,0.6,1.9963,13.653,0.00098119,6.49,298.12
35.6,55,100,43,0.0,38.944,116.66,0.0001,0,0.9,0.0022612,12.406,1.9496,6.5034,298.0
190.0,75,100,80,0.0,45.619,7.4413,44.574,150,0.9,0.0015983,12.409,28.877,6.5001,297.93
101.6,75,100,90,0.0,38.203,105.44,0.0001,100,1.0,0.0013741,11.924,16.203,6.4697,298.06
170.2,75,100,80,0.0,60.278,20.325,160.35,150,0.9,0.0014258,11.762,27.173,6.5293,298.24
208.2,65,100,90,0.0,7.7291,315.41,35.515,250,0.9,53.905,13.391,8.4625,6.4965,298.11
141.0,75,100,90,0.0,64.699,18.686,3.3243,100,1.0,0.00080093,11.518,20.779,6.5051,297.94
105.6,75,100,90,0.0,70.063,37.425,0.0001,100,1.0,0.0011613,12.463,15.006,6.4981,297.98
106.2,75,100,90,0.0,117.51,0.51506,0.0001,100,1.0,0.00089711,10.433,16.134,6.5017,297.97
55.2,60,100,65,0.0,99.566,31.947,0.0001,500,1.1,0.0025698,13.942,3.4975,6.4997,298.0
10.8,42,100,15,0.0,100.62,180.31,0.0001,0,0.6,0.55914,11.751,0.00096778,6.5008,298.14
21.0,55,100,150,0.0,123.51,286.88,0.0001,0,0.7,0.03492,10.112,0.00093307,6.4324,298.26
81.6,60,100,90,0.0,5.0,63.14,0.0010961,100,1.1,0.0013157,14.501,10.187,6.1669,297.95
155.6,75,100,75,0.0,52.968,40.958,6.0674,0,0.9,0.00084102,5.025,20.362,6.5477,297.91
2.0,30,100,8,0.0,19.218,46.042,0.59295,0,0.6,1.5126,14.497,0.00099531,6.4775,297.93
77.4,60,100,116,0.0,69.326,95.429,0.0001,100,1.1,0.0015753,14.564,9.6325,6.5049,298.1
199.2,75,100,80,0.0,42.043,12.405,67.587,150,0.9,0.0013621,11.712,28.834,6.5112,297.95
16.0,42,100,30,0.0,68.502,128.72,0.0001,0,0.7,0.0091704,12.946,0.00095242,6.5143,298.02
220.2,65,100,80,0.0,69.948,61.236,8.9254,250,0.9,0.001691,11.146,29.49,6.4824,297.92
64.2,60,100,80,0.0,90.581,17.34,0.0001,500,1.1,0.0019498,14.73,7.2425,6.495,298.0
229.8,65,100,80,0.0,31.96,33.059,5.7383,250,0.9,0.0015768,11.565,31.448,6.5013,297.94
37.8,55,100,47,0.0,41.171,72.373,0.0001,0,0.9,0.0023728,12.516,2.025,6.5022,297.97
70.8,60,100,84,0.0,225.0,0.0001,0.0001,500,1.1,0.0024138,15.76,8.0419,5.5136,297.95
159.6,75,100,90,0.0,68.881,6.7799,1.6755,0,0.9,0.0010735,10.485,23.702,6.4961,297.95
176.8,75,100,80,0.0,78.881,1.9919,0.0001,150,0.9,0.0012647,10.755,27.764,6.531,297.87
132.0,75,100,90,0.0,40.188,21.058,3.2819,100,1.0,0.00066166,10.817,22.343,6.4973,297.95
6.6,30,100,15,0.0,46.921,40.074,0.0001,0,0.6,2.3226,13.694,0.00098256,6.4983,298.04
90.0,60,100,90,0.0,105.16,15.576,0.0001,100,1.1,0.00093115,14.75,11.783,6.5221,297.99
33.0,55,100,43,0.0,56.247,156.54,0.0001,0,0.9,0.0029804,11.651,1.1864,6.486,298.05
126.0,75,100,90,0.0,57.54,20.732,3.3969,100,1.0,0.00061078,11.068,18.298,6.5104,297.98
117.2,75,100,90,0.0,57.061,0.0001,0.0010889,100,1.0,0.0009692,12.122,17.236,6.4943,297.95
24.8,55,100,30,0.51747,106.26,486.94,4.9764,0,0.7,0.0028795,11.948,0.085232,6.5921,298.26
152.4,75,100,90,0.0,45.617,55.632,6.9517,0,0.9,0.0006793,10.549,22.977,6.4916,297.99
95.6,75,100,90,0.0,71.819,9.119,0.0001,100,1.1,0.00092565,13.53,13.025,6.5101,298.0
131.8,75,100,90,0.0,36.393,32.296,0.85164,100,1.0,0.0017427,12.541,17.836,6.5159,297.91
105.6,75,100,90,0.0,62.092,28.808,0.0001,100,1.0,0.00089866,13.358,16.588,6.495,297.98
104.2,75,100,90,0.0,70.9,37.619,0.0001,100,1.0,0.0012284,11.969,15.952,6.5054,297.97
153.4,75,100,90,0.0,10.0,33.449,4.6586,0,0.9,0.000807,10.873,25.208,5.7551,297.97
76.2,60,100,116,0.0,53.77,92.041,0.0001,100,1.1,0.0023221,14.203,9.2836,6.493,298.23
73.4,60,100,90,0.0,63.899,12.702,0.0001,500,1.1,0.0018102,15.211,8.7527,6.5025,298.01
195.8,75,100,80,0.0,12.747,60.403,8.7539,150,0.9,23.167,12.988,19.395,6.4982,297.84
176.2,75,100,80,0.0,32.8,15.533,72.889,150,0.9,0.00079932,12.85,22.757,6.4917,297.98
77.4,60,100,116,0.0,101.48,131.71,0.0001,100,1.1,0.0019134,13.778,10.159,6.5013,298.17
83.6,60,100,90,0.0,88.202,287.15,0.0001,100,1.1,0.0010972,14.144,11.19,6.4985,297.92
49.2,60,100,61,0.0,123.54,186.62,0.0001,0,1.1,0.0024537,12.326,4.2893,6.4987,297.96
45.4,60,100,57,0.0,53.94,138.53,0.0001,0,1.1,0.0026617,12.311,3.1147,6.5004,298.09
95.8,75,100,90,0.0,66.405,34.524,0.0001,100,1.1,0.001173,12.533,14.197,6.5029,298.0
234.4,65,100,80,0.0,63.805,47.354,7.5547,250,0.9,0.0018581,11.583,33.965,6.5062,297.89
91.8,75,100,90,0.0,70.406,17.668,0.0001,100,1.1,0.00094523,15.155,13.05,6.5017,297.95
66.4,60,100,80,0.0,53.435,46.432,0.0001,500,1.1,0.0017139,15.038,8.5542,6.4999,297.97
216.8,65,100,80,0.0,94.065,12.219,110.5,250,0.9,0.0016403,11.462,29.315,6.5143,298.09
133.8,75,100,90,0.0,52.01,1.2876,29.153,100,1.0,0.00078822,11.816,20.179,6.5302,297.98
38.8,55,100,47,0.0,105.99,75.425,0.0001,0,0.9,0.0025636,12.357,2.0515,6.517,297.98
52.2,60,100,65,0.0,39.972,32.803,116.41,500,1.1,0.002092,12.735,4.8508,6.5027,298.29
9.6,42,100,15,0.0,83.581,136.42,0.0001,0,0.6,1.3823,12.417,0.00097256,6.4799,298.13
120.2,75,100,90,0.0,57.646,0.0001,0.0001,100,1.0,0.00087553,12.885,17.302,6.5235,297.95
123.4,75,100,90,0.0,225.0,54.1,8.3881,100,1.0,0.00083611,12.845,18.285,6.0118,298.01
90.4,75,100,90,0.0,120.77,398.07,0.9483,100,1.1,0.041352,3.6881,10.732,6.1396,299.74
188.8,75,100,80,0.0,5.1357,3.5078,0.0001,150,0.9,18.356,12.527,19.294,6.4954,297.88
164.8,75,100,80,0.0,52.612,87.999,1.9272,400,0.9,0.00087743,12.291,23.472,6.5071,297.93
148.0,75,100,90,0.0,45.983,18.556,3.9511,100,1.0,0.0006366,9.7936,24.158,6.5009,297.9
180.2,75,100,60,0.0,2.4052,59.433,9.2984,150,0.9,0.35082,13.127,25.69,6.5284,297.99
89.0,60,100,90,0.0,48.173,28.678,0.0001,100,1.1,0.00092595,13.355,11.613,6.4919,297.99
227.4,65,100,80,0.0,48.311,12.861,111.1,250,0.9,0.001106,13.278,27.246,6.4928,298.09
98.2,75,100,90,0.0,88.852,69.642,0.0001,100,1.1,0.0012778,13.962,13.517,6.4934,297.98
59.0,60,100,72,0.0,169.51,35.278,0.0001,500,1.1,0.0025266,13.928,6.2576,6.5018,297.98
215.6,65,100,30,0.0,3.133,1.0032,78.892,250,0.9,4.5196,13.059,24.41,6.5035,297.99
70.6,60,100,84,0.0,53.958,23.774,0.29151,500,1.1,0.0016178,14.718,9.5688,6.4966,297.99
73.8,60,100,90,0.0,62.351,0.0001,0.0001,500,1.1,0.0017011,14.894,7.6714,6.4995,297.97
118.4,75,100,90,0.0,43.88,0.47805,21.764,100,1.0,0.00070692,11.767,17.195,6.4989,297.97
157.0,75,100,90,0.0,96.648,30.631,5.1793,0,0.9,0.00066219,10.487,21.634,6.5215,297.9
158.6,75,100,90,0.0,100.18,14.893,2.9484,0,0.9,0.0010718,10.297,23.232,6.508,297.94
156.8,75,100,90,0.0,63.208,5.5895,32.238,0,0.9,0.00088652,7.9074,24.235,6.5136,297.96
178.6,75,100,80,0.0,65.482,29.209,1.0277,150,0.9,0.0013383,11.098,30.41,6.5055,297.87
51.4,60,100,61,0.0,70.823,52.628,0.7622,500,1.1,0.0021398,12.85,4.0143,6.5058,297.93
222.6,65,100,80,0.0,67.818,7.3078,50.347,250,0.9,0.0012794,10.967,31.169,6.4999,297.92
95.8,75,100,90,0.0,50.598,18.137,0.0001,100,1.1,0.00098504,14.325,14.689,6.5111,297.97
156.4,75,100,120,0.0,82.373,10.792,0.2682,0,0.9,0.0010109,10.048,26.919,6.505,297.96
109.0,75,100,90,0.0,94.488,55.89,0.0001,100,1.0,0.001225,13.189,17.594,6.5026,297.98
73.6,60,100,90,0.0,60.551,13.827,3.0105,500,1.1,0.0015642,15.016,7.7481,6.5067,297.91
71.2,60,100,84,0.0,103.34,1.2247,24.295,500,1.1,0.0013025,15.637,8.5172,6.5147,297.99
76.2,60,100,116,0.0,77.93,116.15,0.0001,100,1.1,0.002255,12.923,10.251,6.4967,298.27
107.2,75,100,90,0.0,225.0,9.4617,1.602,100,1.0,0.0011598,13.225,14.576,6.5085,297.96
127.6,75,100,90,0.0,64.68,10.764,1.9115,100,1.0,0.00086416,11.761,18.618,6.5115,297.97
183.4,75,100,80,0.0,61.532,44.255,7.1191,150,0.9,0.0011436,9.5775,27.042,6.5024,297.92
26.4,55,100,30,0.0,97.07,282.22,0.028735,0,0.8,0.0030421,12.416,0.187,6.4772,298.11
97.4,75,100,90,0.0,59.325,49.61,0.0001,100,1.1,0.0011032,13.22,14.428,6.5127,298.02
17.8,42,100,75,0.0,82.394,203.14,0.0001,0,0.7,0.020274,10.104,0.00094553,6.521,298.11
123.6,75,100,90,0.0,40.293,4.1635,1.5541,100,1.0,0.00073759,12.98,20.335,6.5008,297.93
59.6,60,100,72,0.0,48.41,44.416,0.0001,500,1.1,0.0017253,14.506,5.8018,6.5111,298.01
117.0,75,100,90,0.0,163.21,14.671,0.0001,100,1.0,0.0012199,12.537,16.352,6.4769,298.02
221.6,65,100,80,0.0,36.865,94.643,13.389,250,0.9,0.0013022,13.162,28.721,6.5023,297.99
224.2,65,100,80,0.0,9.393,78.379,9.323,250,0.9,58.232,13.825,10.589,6.4926,297.98
223.0,65,100,80,0.0,70.666,3.896,0.0001,250,0.9,0.0013184,12.222,31.466,6.5043,297.86
201.4,65,100,80,0.0,73.531,75.22,10.96,250,0.9,0.0013555,11.088,26.968,6.4984,297.97
173.2,75,100,80,0.0,72.771,19.791,149.53,150,0.9,0.0012556,11.751,25.558,6.5118,298.21
74.2,60,100,90,0.0,113.55,146.49,0.0001,500,1.1,0.0017255,13.995,9.8917,6.4964,298.05
62.6,60,100,76,0.0,123.13,40.809,0.0001,500,1.1,0.0021329,13.394,6.8332,6.5027,298.0
149.8,75,100,90,0.0,52.708,41.201,7.188,100,1.0,0.00057864,13.413,22.906,6.504,297.89
78.4,60,100,116,0.0,55.095,106.25,0.0001,100,1.1,0.0016744,13.903,10.125,6.5053,298.04
134.4,75,100,90,0.0,32.873,3.4074,36.521,100,1.0,0.00085512,11.879,21.984,6.494,298.01
164.6,75,100,80,0.0,94.568,8.8869,59.522,400,0.9,0.00078197,12.36,22.311,6.4497,297.93
0.8,30,100,8,0.0,3.1189,0.0001,101.79,0,0.6,0.98684,14.65,0.00099859,6.48,298.18
66.8,60,100,80,0.0,48.665,17.546,71.316,500,1.1,0.0016903,14.248,8.748,6.4988,298.13
105.0,75,100,90,0.0,86.931,16.471,0.0001,100,1.0,0.0011003,10.998,14.252,6.4783,297.99
4.2,30,100,15,0.0,45.749,55.88,0.0001,0,0.6,1.4588,14.069,0.00098888,6.4968,298.06
154.0,75,100,90,0.0,0.0,71.225,1.3564,0,0.9,27.616,13.449,9.9735,6.5003,297.95
117.4,75,100,90,0.0,49.708,13.613,2.3434,100,1.0,0.00071278,11.841,17.029,6.5063,297.97
191.0,75,100,80,0.0,6.1026,26.227,5.0181,150,0.9,0.0016414,10.773,27.093,6.503,297.93
98.0,75,100,90,0.0,48.736,54.21,0.0001,100,1.1,0.0011153,14.334,12.481,6.506,298.0
74.2,60,100,90,0.0,128.23,0.0001,0.0001,500,1.1,0.0014989,15.331,9.6249,6.5064,297.94
45.2,60,100,57,0.0,52.507,91.082,0.0001,0,1.1,0.0024321,14.105,3.456,6.5031,298.01
124.2,75,100,90,0.0,72.746,0.0001,0.0001,100,1.0,0.00086244,12.243,20.46,6.5029,297.95
128.4,75,100,105,0.0,82.915,13.28,0.0001,100,1.0,0.0011127,11.715,17.78,6.4994,298.0
218.0,65,100,80,0.0,17.915,322.07,32.812,250,0.9,81.027,13.693,6.9667,6.5079,298.05
146.8,75,100,90,0.0,48.031,6.6514,40.798,100,1.0,0.00066264,9.7988,23.988,6.5054,297.96
100.6,75,100,90,0.51831,31.285,28.428,0.0001,100,1.0,0.00091991,13.66,14.128,6.5515,298.02
72.8,60,100,90,0.0,72.077,0.0001,0.0010417,500,1.1,0.0015537,15.014,8.8598,6.502,297.95
186.2,75,100,80,0.0,69.442,2.1227,0.0001,150,0.9,0.0011643,12.618,24.174,6.5149,297.87
144.4,75,100,90,0.0,76.109,19.359,0.0001,100,1.0,0.0011843,11.193,21.075,6.4942,298.0
153.6,75,100,105,0.0,75.708,4.2424,33.089,0,0.9,0.00087116,11.873,22.749,6.5393,297.96
75.2,60,100,90,0.0,81.698,10.556,0.0001,100,1.1,0.0017245,14.624,8.9063,6.5127,298.11
66.0,60,100,80,0.0,83.734,3.4421,0.0001,500,1.1,0.0017168,14.901,8.1263,6.4974,297.98
21.0,55,100,150,0.0,111.94,412.84,0.0001,0,0.7,0.02965,9.4461,0.00092937,6.451,298.26
190.6,75,100,80,0.52001,15.889,32.311,0.11144,150,0.9,0.0011227,11.4,28.089,6.5499,297.91
92.6,75,100,90,0.0,137.48,139.83,12.427,100,1.1,0.0012767,13.974,14.338,6.5245,298.25
139.8,75,100,90,0.0,79.92,5.4618,52.471,100,1.0,0.0008705,11.846,22.18,6.4947,298.03
171.6,75,100,80,0.0,0.0,36.909,1.1701,150,0.9,0.00084992,10.892,22.718,6.4881,297.87
134.8,75,100,90,0.0,68.74,2.0545,20.626,100,1.0,0.00081296,12.096,23.304,6.4836,297.96
177.4,75,100,80,0.0,13.383,60.959,1.0926,150,0.9,35.458,13.006,11.0,6.5102,297.95
146.0,75,100,90,0.0,59.03,18.811,3.432,100,1.0,0.00081186,12.461,24.211,6.4944,297.93
142.4,75,100,105,0.0,61.38,1.7096,0.11236,100,1.0,0.0012319,11.291,22.378,6.5064,297.95
181.0,75,100,80,0.0,15.59,19.864,91.281,150,0.9,59.229,12.849,8.88,6.505,298.05
91.8,75,100,90,0.0,40.708,23.99,0.0001,100,1.1,0.0010251,14.058,10.563,6.4997,297.99
99.6,75,100,90,0.0,101.9,8.8558,1.742,100,1.1,0.00065662,13.056,14.32,6.5192,297.96
92.4,75,100,90,0.0,75.397,35.382,0.0001,100,1.1,0.00097224,14.365,15.062,6.5033,297.96
30.2,55,100,37,0.0,66.7,186.52,0.0001,0,0.9,0.002738,12.591,0.74302,6.5153,297.98
135.6,75,100,90,0.0,90.859,7.5051,1.8899,100,1.0,0.00088785,11.752,20.642,6.5167,297.94
35.0,55,100,43,0.0,52.098,108.13,0.0001,0,0.9,0.0027152,11.739,1.2081,6.5037,298.01
159.8,75,100,90,0.0,45.199,3.009,37.843,0,0.9,0.00097096,9.7126,27.782,6.5047,298.01
63.2,60,100,76,0.0,123.09,46.153,0.0001,500,1.1,0.0018945,14.409,7.3583,6.5019,298.0
201.0,65,100,120,0.0,53.132,5.4365,73.689,250,0.9,0.0027266,12.195,27.779,6.504,298.01
49.4,60,100,61,0.0,64.562,160.52,0.0001,0,1.1,0.0025446,12.369,4.6124,6.5065,297.96
156.2,75,100,75,0.0,31.309,6.9215,42.974,0,0.9,0.00029481,12.183,25.734,6.4809,297.96
230.2,65,100,80,0.0,54.995,34.91,1.0217,250,0.9,0.0013942,11.477,32.177,6.5371,297.91
28.4,55,100,37,0.0,44.843,101.98,0.0001,0,0.8,0.0031086,11.575,0.5378,6.4725,298.02
161.6,75,100,80,0.0,109.02,9.6498,111.4,400,0.9,0.00099655,11.979,23.617,6.5308,298.07
33.2,55,100,43,0.0,64.566,106.54,0.0001,0,0.9,0.0029249,12.924,1.1288,6.4938,298.01
5.0,30,100,15,0.0,9.4299,39.728,0.0001,0,0.6,1.9578,13.811,0.00098738,6.4845,298.05
221.4,65,100,45,0.0,12.172,2.2815,0.0001,250,0.9,11.855,14.087,25.089,6.5017,297.86
56.6,60,100,72,0.0,103.34,63.892,0.0001,500,1.1,0.0021499,13.323,6.0845,6.5051,298.02
221.8,65,100,80,0.0,52.352,16.907,82.287,250,0.9,0.0018698,11.796,30.561,6.5004,297.98
175.0,75,100,120,0.0,61.516,71.988,1.8443,150,0.9,0.0015504,9.6482,27.239,6.5044,297.9
164.6,75,100,80,0.0,74.849,67.591,10.878,400,0.9,0.0011535,12.082,25.895,6.503,297.94
119.6,75,100,90,0.0,121.79,1.0762,12.233,100,1.0,0.0008529,11.995,18.665,6.5177,297.97
228.8,65,100,80,0.0,34.151,31.665,6.9413,250,0.9,0.0016851,12.091,30.408,6.5034,297.91
133.4,75,100,90,0.0,225.0,8.4959,79.707,100,1.0,0.00086988,12.859,19.375,6.4336,298.05
116.8,75,100,90,0.0,17.991,148.39,19.18,100,1.0,8.5268,15.028,11.91,6.5152,298.07
115.2,75,100,90,0.0,15.973,18.125,0.62638,100,1.0,18.868,14.789,7.515,6.5034,297.88
178.6,75,100,80,0.0,68.972,8.6297,49.507,150,0.9,0.0017646,12.482,27.227,6.5121,297.96
137.4,75,100,90,0.0,46.034,19.536,3.1901,100,1.0,0.00083101,11.837,20.013,6.5131,297.95
44.0,60,100,51,0.0,60.004,177.48,0.0001,0,1.1,0.0026238,12.039,2.5728,6.4941,298.05
77.8,60,100,116,0.0,174.41,156.38,0.0001,100,1.1,0.0026121,14.711,10.495,6.4873,298.08
217.8,65,100,45,0.0,11.31,2.5015,0.0001,250,0.9,28.784,14.511,14.883,6.509,297.86
14.2,42,100,30,0.0,9.4473,196.92,0.14691,0,0.7,0.0098497,13.379,0.0009633,6.472,298.2
122.4,75,100,90,0.0,72.785,31.679,0.0001,100,1.0,0.001142,12.505,18.418,6.5023,298.01
83.4,60,100,90,0.0,44.832,53.143,0.0001,100,1.1,0.0011391,13.264,11.252,6.5103,298.02
81.0,60,100,90,0.0,70.908,116.6,0.14629,100,1.1,0.0011355,12.134,11.273,6.5221,298.06
159.8,75,100,90,0.0,63.245,2.8343,0.14458,0,0.9,0.0011192,10.073,25.524,6.4952,297.94
111.8,75,100,90,0.0,54.107,9.8629,2.393,100,1.0,0.00056018,12.804,13.961,6.507,297.94
155.6,75,100,90,0.0,92.127,21.354,4.2762,0,0.9,0.00067658,11.181,24.736,6.5383,297.92
57.4,60,100,72,0.0,119.57,93.792,0.0001,500,1.1,0.002394,12.279,6.2435,6.4997,298.04
100.0,75,100,90,0.0,70.739,41.92,0.0001,100,1.1,0.00091083,13.924,16.683,6.4923,297.99
96.2,75,100,90,0.0,74.566,53.1,0.0001,100,1.1,0.0011636,14.73,14.59,6.4987,298.0
96.0,75,100,90,0.0,44.049,14.951,0.0001,100,1.1,0.00084371,14.065,13.401,6.4975,297.99
5.0,30,100,15,0.0,15.651,7.3776,0.0001,0,0.6,2.4556,14.033,0.00098692,6.5043,297.97
116.8,75,100,90,0.0,14.802,44.848,7.4157,100,1.0,11.575,13.451,10.746,6.5085,297.92
94.2,75,100,90,0.0,65.499,10.264,0.0001,100,1.1,0.00088553,14.163,13.102,6.4893,297.99
55.8,60,100,65,0.0,63.567,22.784,0.0001,500,1.1,0.0018736,12.785,5.5716,6.5034,297.99
206.4,65,100,80,0.0,60.398,10.936,65.737,250,0.9,0.0016455,12.285,27.203,6.5019,297.96
75.6,60,100,90,0.0,152.08,74.55,0.0001,100,1.1,0.001704,13.881,9.8743,6.5038,298.21
199.0,75,100,80,0.0,48.343,19.967,151.58,150,0.9,0.0011694,11.45,33.376,6.4974,298.21
